"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 03/08/2018. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 5,575 Crashes containing 8,263 Units and 10,045 Persons"

"Query Filters:"
"Crash Year Is Equal To 2018"
"  Crash Location is All of Texas"

"Managed Filters:"
"Speed Related Crashes"

"Crash ID","Agency","City","County","Crash Death Count","Crash Severity","Crash Time","Crash Total Injury Count","Crash Year","Day of Week","Latitude","Longitude","Manner of Collision","Population Group","Road Class","Speed Limit","Weather Condition","Vehicle Color","Person Age","Person Ethnicity","Person Gender","Person Type"
"16202799","Department Of Public Safety, State Of Texas","Rural Jasper County","Jasper","0","Not Injured","1639","0","2018","Tuesday","30.35079338","-93.92897369","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Sleet/Hail","Black","27","Black","Male","Driver"
"16202799","Department Of Public Safety, State Of Texas","Rural Jasper County","Jasper","0","Not Injured","1639","0","2018","Tuesday","30.35079338","-93.92897369","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Sleet/Hail","Black","35","Black","Male","Passenger/Occupant"
"16202853","Department Of Public Safety, State Of Texas","Rural Jasper County","Jasper","0","Not Injured","1325","0","2018","Tuesday","30.35667801","-94.07282257","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Sleet/Hail","White","33","White","Female","Driver"
"16202864","Department Of Public Safety, State Of Texas","Rural Harrison County","Harrison","0","Not Injured","0502","0","2018","Tuesday","32.45760611","-94.68415778","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","Red","50","White","Female","Driver"
"16202864","Department Of Public Safety, State Of Texas","Rural Harrison County","Harrison","0","Not Injured","0502","0","2018","Tuesday","32.45760611","-94.68415778","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","Red","35","White","Male","Passenger/Occupant"
"16202885","Department Of Public Safety, State Of Texas","Rural Harrison County","Harrison","0","Non-Incapacitating Injury","0837","1","2018","Tuesday","32.51673026","-94.50392526","One Motor Vehicle - Going Straight","Rural","US & State Highways","60","Snow","Silver","50","Black","Female","Driver"
"16202885","Department Of Public Safety, State Of Texas","Rural Harrison County","Harrison","0","Non-Incapacitating Injury","0837","1","2018","Tuesday","32.51673026","-94.50392526","One Motor Vehicle - Going Straight","Rural","US & State Highways","60","Snow","Silver","26","Black","Male","Passenger/Occupant"
"16202899","Department Of Public Safety, State Of Texas","Marshall","Harrison","0","Not Injured","0620","0","2018","Tuesday","32.49123304","-94.35619964","One Motor Vehicle - Going Straight","10,000 - 24,999 Pop","Interstate","75","Snow","Red","49","Black","Male","Driver"
"16202932","Department Of Public Safety, State Of Texas","Beaumont","Jefferson","0","Not Injured","1530","0","2018","Tuesday","30.03130999","-94.08852927","One Motor Vehicle - Going Straight","100,000 - 249,999 Pop","US & State Highways","65","Sleet/Hail","White","23","Black","Male","Driver"
"16202933","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1608","0","2018","Tuesday","28.0233012","-98.09605769","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Clear","White","43","Hispanic","Male","Driver"
"16202934","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Non-Incapacitating Injury","0949","1","2018","Tuesday","27.41611457","-98.11580694","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Beige","32","Hispanic","Male","Driver"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","28","Hispanic","Male","Driver"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","26","Hispanic","Female","Passenger/Occupant"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","10","Hispanic","Male","Passenger/Occupant"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","1","Hispanic","Male","Passenger/Occupant"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","2","Hispanic","Female","Passenger/Occupant"
"16202938","Department Of Public Safety, State Of Texas","Rural Jim Wells County","Jim Wells","0","Not Injured","1635","0","2018","Tuesday","28.02283705","-98.09602705","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Rain","Blue","8","Hispanic","Female","Passenger/Occupant"
"16202951","Department Of Public Safety, State Of Texas","Austin","Travis","0","Not Injured","0552","0","2018","Tuesday","30.37921715","-97.7373793","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","60","Sleet/Hail","White","61","White","Male","Driver"
"16202951","Department Of Public Safety, State Of Texas","Austin","Travis","0","Not Injured","0552","0","2018","Tuesday","30.37921715","-97.7373793","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","60","Sleet/Hail","Multicolored","31","White","Male","Driver"
"16202951","Department Of Public Safety, State Of Texas","Austin","Travis","0","Not Injured","0552","0","2018","Tuesday","30.37921715","-97.7373793","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","60","Sleet/Hail","Multicolored","33","White","Male","Passenger/Occupant"
"16202951","Department Of Public Safety, State Of Texas","Austin","Travis","0","Not Injured","0552","0","2018","Tuesday","30.37921715","-97.7373793","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","60","Sleet/Hail","Multicolored","24","Asian","Male","Passenger/Occupant"
"16202951","Department Of Public Safety, State Of Texas","Austin","Travis","0","Not Injured","0552","0","2018","Tuesday","30.37921715","-97.7373793","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","60","Sleet/Hail","White","58","White","Male","Driver"
"16202953","Department Of Public Safety, State Of Texas","Rural Kimble County","Kimble","0","Not Injured","0550","0","2018","Tuesday","30.68804546","-99.77459565","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Cloudy","Blue","49","Black","Male","Driver"
"16202953","Department Of Public Safety, State Of Texas","Rural Kimble County","Kimble","0","Not Injured","0550","0","2018","Tuesday","30.68804546","-99.77459565","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Cloudy","Blue","68","Black","Male","Passenger/Occupant"
"16202962","Dilley Police Department","Rural Frio County","Frio","0","Not Injured","1653","0","2018","Tuesday","28.68815582","-99.17412596","One Motor Vehicle - Going Straight","Rural","Interstate","50","Cloudy","Blue","53","White","Male","Driver"
"16203061","Harlingen Police Department","Harlingen","Cameron","0","Possible Injury","2048","1","2018","Tuesday","26.18698687","-97.7721011","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","70","Rain","Red","19","White","Male","Driver"
"16203062","Department Of Public Safety, State Of Texas","Rural Freestone County","Freestone","0","Possible Injury","0219","2","2018","Tuesday","31.59892928","-96.15458908","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Black","62","White","Male","Driver"
"16203062","Department Of Public Safety, State Of Texas","Rural Freestone County","Freestone","0","Possible Injury","0219","2","2018","Tuesday","31.59892928","-96.15458908","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","White","32","Hispanic","Male","Driver"
"16203112","Department Of Public Safety, State Of Texas","Rural Freestone County","Freestone","0","Possible Injury","0226","2","2018","Tuesday","31.59892928","-96.15458908","One Motor Vehicle - Going Straight","Rural","Interstate","75","Sleet/Hail","Black","62","White","Male","Driver"
"16203112","Department Of Public Safety, State Of Texas","Rural Freestone County","Freestone","0","Possible Injury","0226","2","2018","Tuesday","31.59892928","-96.15458908","One Motor Vehicle - Going Straight","Rural","Interstate","75","Sleet/Hail","Gold","28","White","Male","Driver"
"16203241","Department Of Public Safety, State Of Texas","Rural Hidalgo County","Hidalgo","0","Possible Injury","0940","1","2018","Tuesday","26.26397412","-98.37993314","One Motor Vehicle - Turning Right","Rural","City Street","45","Rain","Black","26","Hispanic","Male","Driver"
"16203278","Houston Police Department","Houston","Harris","0","Possible Injury","0504","1","2018","Tuesday","29.76578121","-95.45585987","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","60","Sleet/Hail","Black","No Data","Hispanic","Male","Driver"
"16203430","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Unknown","2225","0","2018","Tuesday","32.36213016","-95.14889047","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Silver","No Data","Unknown","Unknown","Driver"
"16203440","Huntsville Police Department","Huntsville","Walker","0","Possible Injury","1258","1","2018","Tuesday","30.69416408","-95.53193999","One Motor Vehicle - Going Straight","25,000 - 49,999 Pop","US & State Highways","60","Cloudy","White","25","White","Male","Driver"
"16203468","Conroe Police Department","Conroe","Montgomery","0","Possible Injury","1700","1","2018","Tuesday","30.28529843","-95.46079592","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Sleet/Hail","Red","35","Black","Male","Driver"
"16203468","Conroe Police Department","Conroe","Montgomery","0","Possible Injury","1700","1","2018","Tuesday","30.28529843","-95.46079592","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Sleet/Hail","Red","37","White","Male","Driver"
"16203474","Conroe Police Department","Conroe","Montgomery","0","Possible Injury","1410","1","2018","Tuesday","30.3668789","-95.48511373","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Snow","Black","60","Hispanic","Male","Driver"
"16203474","Conroe Police Department","Conroe","Montgomery","0","Possible Injury","1410","1","2018","Tuesday","30.3668789","-95.48511373","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Snow","White","53","Hispanic","Male","Driver"
"16203474","Conroe Police Department","Conroe","Montgomery","0","Possible Injury","1410","1","2018","Tuesday","30.3668789","-95.48511373","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Snow","Black","No Data","White","Male","Driver"
"16203554","Department Of Public Safety, State Of Texas","Rural Cass County","Cass","0","Not Injured","1840","0","2018","Tuesday","33.19909674","-94.08580627","One Motor Vehicle - Going Straight","Rural","Farm To Market","65","Clear","Beige","57","Asian","Male","Driver"
"16203559","Department Of Public Safety, State Of Texas","Rural Cass County","Cass","0","Not Injured","2115","0","2018","Tuesday","33.1376665","-94.11616695","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Clear","Red","25","White","Male","Driver"
"16203562","Department Of Public Safety, State Of Texas","Rural Morris County","Morris","0","Not Injured","0548","0","2018","Tuesday","33.29512086","-94.73119615","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","Yellow","26","White","Male","Driver"
"16203563","Department Of Public Safety, State Of Texas","Rural Morris County","Morris","0","Incapacitating Injury","0336","1","2018","Tuesday","33.29312165","-94.7496568","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","White","62","White","Male","Driver"
"16203567","Department Of Public Safety, State Of Texas","Rural Cass County","Cass","0","Not Injured","1508","0","2018","Tuesday","32.93336714","-94.64432502","One Motor Vehicle - Going Straight","Rural","Farm To Market","60","Cloudy","Green","22","Hispanic","Male","Driver"
"16203568","Department Of Public Safety, State Of Texas","Avinger","Cass","0","Not Injured","1844","0","2018","Tuesday","32.89274107","-94.5613149","One Motor Vehicle - Going Straight","Town Under 2,499 Pop","US & State Highways","55","Cloudy","White","55","Black","Male","Driver"
"16203653","Harris County Sheriff's Office","Rural Harris County","Harris","0","Not Injured","1620","0","2018","Tuesday","No Data","No Data","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Snow","Silver","33","Hispanic","Male","Driver"
"16203698","Department Of Public Safety, State Of Texas","Rural Rusk County","Rusk","0","Incapacitating Injury","0730","1","2018","Tuesday","32.17768542","-94.90868303","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Gold","27","Hispanic","Female","Driver"
"16203703","Department Of Public Safety, State Of Texas","Rural Rusk County","Rusk","0","Not Injured","0915","0","2018","Tuesday","32.10132162","-94.93303697","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","White","48","Hispanic","Male","Driver"
"16203706","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","2145","0","2018","Tuesday","32.44741348","-95.17232212","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Blue","21","Asian","Male","Driver"
"16203708","Bexar County Law Enforcement","San Antonio","Bexar","0","Possible Injury","2014","1","2018","Tuesday","29.65078299","-98.5192153","One Motor Vehicle - Going Straight","250,000 Pop And Over","City Street","55","Cloudy","White","30","Hispanic","Male","Driver"
"16203709","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","1400","0","2018","Tuesday","32.54400246","-95.54432383","One Motor Vehicle - Going Straight","Rural","Farm To Market","60","Clear","Silver","37","White","Female","Driver"
"16203712","Department Of Public Safety, State Of Texas","Rural Smith County","Smith","0","Not Injured","0830","0","2018","Tuesday","32.2307759","-95.42568053","One Motor Vehicle - Going Straight","Rural","County Road","50","Snow","White","28","White","Male","Driver"
"16203812","Harris County Sheriff's Office","Rural Harris County","Harris","0","Not Injured","2242","0","2018","Tuesday","29.87039348","-95.32996869","One Motor Vehicle - Going Straight","Rural","Interstate","70","Snow","Gray","34","Black","Male","Driver"
"16203823","Department Of Public Safety, State Of Texas","Rural Gregg County","Gregg","0","Not Injured","1206","0","2018","Tuesday","32.58926355","-94.77077953","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Cloudy","Gray","39","White","Female","Driver"
"16204120","San Antonio Police Department","San Antonio","Bexar","0","Not Injured","0942","0","2018","Tuesday","29.51607587","-98.4040777","One Motor Vehicle - Going Straight","250,000 Pop And Over","Interstate","65","Rain","Gray","37","White","Female","Driver"
"16204130","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0837","1","2018","Tuesday","29.48209276","-98.29585432","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","55","Rain","Red","37","Asian","Female","Driver"
"16204130","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0837","1","2018","Tuesday","29.48209276","-98.29585432","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","55","Rain","Red","8","Asian","Female","Passenger/Occupant"
"16204130","San Antonio Police Department","San Antonio","Bexar","0","Possible Injury","0837","1","2018","Tuesday","29.48209276","-98.29585432","One Motor Vehicle - Going Straight","250,000 Pop And Over","US & State Highways","55","Rain","Red","79","White","Male","Passenger/Occupant"
"16204385","Edinburg Police Department","Rural Hidalgo County","Hidalgo","0","Not Injured","1650","0","2018","Tuesday","26.45075975","-98.13289091","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Sleet/Hail","Black","22","Hispanic","Female","Driver"
"16204386","Edinburg Police Department","Edinburg","Hidalgo","0","Possible Injury","2146","1","2018","Tuesday","No Data","No Data","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","75","Sleet/Hail","Black","29","White","Female","Driver"
"16204545","Department Of Public Safety, State Of Texas","Rural Bastrop County","Bastrop","0","Non-Incapacitating Injury","1245","1","2018","Tuesday","30.03870099","-97.14666462","One Motor Vehicle - Going Straight","Rural","Farm To Market","65","Sleet/Hail","Maroon","31","Black","Female","Driver"
"16204631","Conroe Police Department","Conroe","Montgomery","0","Not Injured","1300","0","2018","Tuesday","30.36783256","-95.48518063","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","65","Snow","Red","45","White","Male","Driver"
"16204631","Conroe Police Department","Conroe","Montgomery","0","Not Injured","1300","0","2018","Tuesday","30.36783256","-95.48518063","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","65","Snow","Red","58","White","Male","Passenger/Occupant"
"16204634","Conroe Police Department","Conroe","Montgomery","0","Not Injured","0832","0","2018","Tuesday","30.36783256","-95.48518063","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Sleet/Hail","Black","24","White","Female","Driver"
"16204634","Conroe Police Department","Conroe","Montgomery","0","Not Injured","0832","0","2018","Tuesday","30.36783256","-95.48518063","Same Direction - Both Going Straight-Sideswipe","50,000 - 99,999 Pop","Interstate","65","Sleet/Hail","Brown","69","White","Male","Driver"
"16204762","Department Of Public Safety, State Of Texas","Rural Hardin County","Hardin","0","Not Injured","1730","0","2018","Tuesday","30.18811525","-94.1879825","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Snow","White","57","White","Male","Driver"
"16204766","Conroe Police Department","Conroe","Montgomery","0","Not Injured","1420","0","2018","Tuesday","30.3668789","-95.48511373","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","65","Snow","Silver","53","Hispanic","Male","Driver"
"16204767","Department Of Public Safety, State Of Texas","Rural Hardin County","Hardin","0","Not Injured","1935","0","2018","Tuesday","30.42831801","-94.36779016","One Motor Vehicle - Going Straight","Rural","US & State Highways","75","Cloudy","Red","49","Asian","Male","Driver"
"16204769","Department Of Public Safety, State Of Texas","Rural Hopkins County","Hopkins","0","Non-Incapacitating Injury","0300","4","2018","Tuesday","32.97749921","-95.58932569","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Blue","36","White","Male","Driver"
"16204769","Department Of Public Safety, State Of Texas","Rural Hopkins County","Hopkins","0","Non-Incapacitating Injury","0300","4","2018","Tuesday","32.97749921","-95.58932569","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Blue","29","White","Female","Passenger/Occupant"
"16204769","Department Of Public Safety, State Of Texas","Rural Hopkins County","Hopkins","0","Non-Incapacitating Injury","0300","4","2018","Tuesday","32.97749921","-95.58932569","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Blue","7","White","Male","Passenger/Occupant"
"16204769","Department Of Public Safety, State Of Texas","Rural Hopkins County","Hopkins","0","Non-Incapacitating Injury","0300","4","2018","Tuesday","32.97749921","-95.58932569","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Cloudy","Blue","6","White","Male","Passenger/Occupant"
"16204813","Department Of Public Safety, State Of Texas","Rural Calhoun County","Calhoun","0","Not Injured","1222","0","2018","Tuesday","28.64785387","-96.6013533","One Motor Vehicle - Going Straight","Rural","US & State Highways","55","Rain","Maroon","54","Hispanic","Male","Driver"
"16204861","Edinburg Police Department","Edinburg","Hidalgo","0","Possible Injury","2111","3","2018","Tuesday","26.33519832","-98.14519211","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","75","Sleet/Hail","Black","41","Hispanic","Male","Driver"
"16204861","Edinburg Police Department","Edinburg","Hidalgo","0","Possible Injury","2111","3","2018","Tuesday","26.33519832","-98.14519211","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","75","Sleet/Hail","Black","41","Hispanic","Female","Passenger/Occupant"
"16204861","Edinburg Police Department","Edinburg","Hidalgo","0","Possible Injury","2111","3","2018","Tuesday","26.33519832","-98.14519211","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","75","Sleet/Hail","Black","14","Hispanic","Female","Passenger/Occupant"
"16204891","Department Of Public Safety, State Of Texas","Rural Van Zandt County","Van Zandt","0","Not Injured","0500","0","2018","Tuesday","32.50848227","-95.65350221","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","Red","33","White","Male","Driver"
"16204897","Department Of Public Safety, State Of Texas","Rural Van Zandt County","Van Zandt","0","Not Injured","0024","0","2018","Tuesday","32.52237007","-95.81187867","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Blowing Sand/Snow","Brown","33","Black","Male","Driver"
"16204917","Waller County Sheriff's Office","Rural Waller County","Waller","0","Not Injured","1635","0","2018","Tuesday","30.14466673","-95.95415162","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Sleet/Hail","White","26","Hispanic","Male","Driver"
"16204917","Waller County Sheriff's Office","Rural Waller County","Waller","0","Not Injured","1635","0","2018","Tuesday","30.14466673","-95.95415162","One Motor Vehicle - Going Straight","Rural","Farm To Market","55","Sleet/Hail","White","32","Hispanic","Male","Passenger/Occupant"
"16204944","Department Of Public Safety, State Of Texas","Rural San Jacinto County","San Jacinto","0","Not Injured","1604","0","2018","Tuesday","30.44424353","-95.0300253","Angle - One Straight-One Stopped","Rural","US & State Highways","70","Sleet/Hail","Red","51","Black","Male","Driver"
"16204944","Department Of Public Safety, State Of Texas","Rural San Jacinto County","San Jacinto","0","Not Injured","1604","0","2018","Tuesday","30.44424353","-95.0300253","Angle - One Straight-One Stopped","Rural","US & State Highways","70","Sleet/Hail","Blue","52","Black","Male","Driver"
"16204944","Department Of Public Safety, State Of Texas","Rural San Jacinto County","San Jacinto","0","Not Injured","1604","0","2018","Tuesday","30.44424353","-95.0300253","Angle - One Straight-One Stopped","Rural","US & State Highways","70","Sleet/Hail","Blue","42","Black","Male","Passenger/Occupant"
"16205001","Department Of Public Safety, State Of Texas","Rural Harrison County","Harrison","0","Possible Injury","0030","1","2018","Tuesday","32.37515802","-94.45463515","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Snow","Black","38","White","Male","Driver"
"16205028","Brenham Police Department","Brenham","Washington","0","Not Injured","0656","0","2018","Tuesday","No Data","No Data","One Motor Vehicle - Going Straight","10,000 - 24,999 Pop","US & State Highways","60","Sleet/Hail","White","56","White","Female","Driver"
"16205062","Longview Police Department","Longview","Gregg","0","Non-Incapacitating Injury","0216","1","2018","Tuesday","32.54163952","-94.81616908","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","City Street","30","Sleet/Hail","Silver","19","Hispanic","Female","Driver"
"16205123","Department Of Public Safety, State Of Texas","Rural Chambers County","Chambers","0","Non-Incapacitating Injury","1830","1","2018","Tuesday","29.83061649","-94.38700146","One Motor Vehicle - Going Straight","Rural","Interstate","65","Sleet/Hail","Black","59","White","Male","Driver"
"16205123","Department Of Public Safety, State Of Texas","Rural Chambers County","Chambers","0","Non-Incapacitating Injury","1830","1","2018","Tuesday","29.83061649","-94.38700146","One Motor Vehicle - Going Straight","Rural","Interstate","65","Sleet/Hail","Silver","47","White","Male","Driver"
"16205151","Jacksonville Police Department","Jacksonville","Cherokee","0","Not Injured","0740","0","2018","Tuesday","31.96638649","-95.27208355","Same Direction - Both Going Straight-Sideswipe","10,000 - 24,999 Pop","US & State Highways","35","Snow","Blue","48","White","Male","Driver"
"16205151","Jacksonville Police Department","Jacksonville","Cherokee","0","Not Injured","0740","0","2018","Tuesday","31.96638649","-95.27208355","Same Direction - Both Going Straight-Sideswipe","10,000 - 24,999 Pop","US & State Highways","35","Snow","Green","36","White","Male","Driver"
"16205151","Jacksonville Police Department","Jacksonville","Cherokee","0","Not Injured","0740","0","2018","Tuesday","31.96638649","-95.27208355","Same Direction - Both Going Straight-Sideswipe","10,000 - 24,999 Pop","US & State Highways","35","Snow","Green","31","Hispanic","Male","Passenger/Occupant"
"16205186","Department Of Public Safety, State Of Texas","Rural Willacy County","Willacy","0","Not Injured","2030","0","2018","Tuesday","26.45128716","-97.77926494","One Motor Vehicle - Going Straight","Rural","Interstate","75","Other (Explain In Narrative)","White","46","Hispanic","Male","Driver"
"16205195","Department Of Public Safety, State Of Texas","Rural Willacy County","Willacy","0","Not Injured","1953","0","2018","Tuesday","26.5204722","-97.77446566","One Motor Vehicle - Going Straight","Rural","Interstate","75","Rain","Gray","23","White","Male","Driver"
"16205203","Department Of Public Safety, State Of Texas","Lyford","Willacy","0","Not Injured","2332","0","2018","Tuesday","26.40895","-97.78503047","One Motor Vehicle - Going Straight","2,500 - 4,999 Pop","Interstate","75","Cloudy","White","40","Hispanic","Male","Driver"
"16205203","Department Of Public Safety, State Of Texas","Lyford","Willacy","0","Not Injured","2332","0","2018","Tuesday","26.40895","-97.78503047","One Motor Vehicle - Going Straight","2,500 - 4,999 Pop","Interstate","75","Cloudy","White","21","Hispanic","Male","Passenger/Occupant"
"16205207","Brownsville Police Department","Brownsville","Cameron","0","Not Injured","2333","0","2018","Tuesday","25.97722549","-97.43743698","One Motor Vehicle - Going Straight","100,000 - 249,999 Pop","Farm To Market","60","Cloudy","Black","48","Hispanic","Male","Driver"
"16205213","Department Of Public Safety, State Of Texas","Rural Bowie County","Bowie","0","Not Injured","0645","0","2018","Tuesday","33.46843007","-94.23665455","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Red","58","Asian","Male","Driver"
"16205248","Department Of Public Safety, State Of Texas","Rural San Jacinto County","San Jacinto","0","Not Injured","1554","0","2018","Tuesday","30.44424353","-95.0300253","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Sleet/Hail","Blue","52","Black","Male","Driver"
"16205248","Department Of Public Safety, State Of Texas","Rural San Jacinto County","San Jacinto","0","Not Injured","1554","0","2018","Tuesday","30.44424353","-95.0300253","One Motor Vehicle - Going Straight","Rural","US & State Highways","70","Sleet/Hail","Blue","42","Black","Male","Passenger/Occupant"
"16205293","Department Of Public Safety, State Of Texas","Rural Bowie County","Bowie","0","Not Injured","0750","0","2018","Tuesday","33.4738072","-94.40228029","One Motor Vehicle - Going Straight","Rural","Interstate","75","Snow","White","39","Black","Male","Driver"
"16205299","Department Of Public Safety, State Of Texas","Rural Bowie County","Bowie","0","Not Injured","0920","0","2018","Tuesday","33.35843704","-94.64171136","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Red","42","Black","Female","Driver"
"16205299","Department Of Public Safety, State Of Texas","Rural Bowie County","Bowie","0","Not Injured","0920","0","2018","Tuesday","33.35843704","-94.64171136","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Blue","40","Hispanic","Male","Driver"
"16205299","Department Of Public Safety, State Of Texas","Rural Bowie County","Bowie","0","Not Injured","0920","0","2018","Tuesday","33.35843704","-94.64171136","One Motor Vehicle - Going Straight","Rural","Interstate","75","Cloudy","Blue","44","Hispanic","Male","Passenger/Occupant"
"16205333","Conroe Police Department","Conroe","Montgomery","0","Not Injured","1420","0","2018","Tuesday","30.3667421","-95.48510312","One Motor Vehicle - Going Straight","50,000 - 99,999 Pop","Interstate","65","Snow","Gray","29","Asian","Male","Driver"
"16205368","Houston Police Department","Houston","Harris","0","Not Injured","1518","0","2018","Tuesday","29.79694939","-95.27159882","Same Direction - Both Going Straight-Sideswipe","250,000 Pop And Over","Interstate","60","Sleet/Hail","Gray","33","Black","Male","Driver"
"16205368","Houston Police Department","Houston","Harris","0","Not Injured","1518","0","2018","Tuesday","29.79694939","-95.27159882","Same Direction - Both Going Straight-Sideswipe","250,000 Pop And Over","Interstate","60","Sleet/Hail","Orange","28","White","Male","Driver"
"16205482","Department Of Public Safety, State Of Texas","Rural Montgomery County","Montgomery","1","Killed","1700","1","2018","Tuesday","30.33282524","-95.32572023","Opposite Direction - Both Going Straight","Rural","US & State Highways","55","Snow","Red","67","Hispanic","Male","Driver"
"16205482","Department Of Public Safety, State Of Texas","Rural Montgomery County","Montgomery","1","Killed","1700","1","2018","Tuesday","30.33282524","-95.32572023","Opposite Direction - Both Going Straight","Rural","US & State Highways","55","Snow","Gray","19","Hispanic","Male","Driver"
